,gameTime,label,position,team,visibility,url_local
5201,1 - 89:19,PASS,5359240,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5202,1 - 89:21,DRIVE,5361640,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5203,1 - 89:23,HIGH PASS,5363400,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5204,1 - 89:26,HEADER,5366120,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5205,1 - 89:28,DRIVE,5368040,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5206,1 - 89:30,PASS,5370480,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5207,1 - 89:31,HIGH PASS,5371640,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5208,1 - 89:34,DRIVE,5374240,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5209,1 - 89:36,HIGH PASS,5376640,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5210,1 - 89:42,PASS,5382200,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5211,1 - 89:44,OUT,5384040,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5212,1 - 90:32,CROSS,5432360,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5213,1 - 90:38,OUT,5438240,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5214,1 - 90:47,THROW IN,5447880,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5215,1 - 90:48,PASS,5448760,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5216,1 - 90:50,HIGH PASS,5450400,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5217,1 - 90:52,DRIVE,5452480,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5218,1 - 90:55,SHOT,5455280,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5219,1 - 90:56,DRIVE,5456280,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5220,1 - 90:59,PASS,5459040,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5221,1 - 91:01,DRIVE,5461040,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5222,1 - 91:02,PASS,5462040,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5223,1 - 91:02,DRIVE,5462760,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5224,1 - 91:08,PASS,5468040,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5225,1 - 91:09,OUT,5469040,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5226,1 - 91:17,THROW IN,5477440,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5227,1 - 91:18,DRIVE,5478520,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5228,1 - 91:22,HIGH PASS,5482520,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5229,1 - 91:25,HEADER,5485200,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5230,1 - 91:27,HIGH PASS,5487880,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5231,1 - 91:32,PASS,5492440,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5232,1 - 91:35,OUT,5495040,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5233,1 - 92:13,THROW IN,5533720,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5234,1 - 92:14,DRIVE,5534920,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5235,1 - 92:15,PASS,5535600,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5236,1 - 92:17,OUT,5537480,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5237,1 - 92:29,THROW IN,5549560,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5238,1 - 92:31,DRIVE,5551320,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5239,1 - 93:32,PASS,5612360,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5240,1 - 93:32,DRIVE,5612720,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5241,1 - 93:33,PASS,5613760,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5242,1 - 93:34,DRIVE,5614560,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5243,1 - 93:36,PASS,5616880,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5244,1 - 93:38,DRIVE,5618320,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5245,1 - 93:39,HIGH PASS,5619080,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5246,1 - 93:41,DRIVE,5621600,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5247,1 - 93:43,HIGH PASS,5623640,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5248,1 - 93:49,SHOT,5629680,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5249,1 - 93:51,OUT,5631320,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5250,1 - 94:32,HIGH PASS,5672800,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5251,1 - 94:38,DRIVE,5678480,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5252,1 - 94:39,PASS,5679040,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5253,1 - 94:44,PASS,5684040,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5254,1 - 94:46,DRIVE,5686480,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5255,1 - 94:48,PASS,5688680,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5256,1 - 94:50,DRIVE,5690000,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5257,1 - 94:53,PASS,5693080,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5258,1 - 94:54,OUT,5694440,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5259,1 - 95:09,THROW IN,5709240,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5260,1 - 95:11,PASS,5711520,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5261,1 - 95:12,HIGH PASS,5712560,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5262,1 - 95:16,DRIVE,5716240,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5263,1 - 95:22,HIGH PASS,5722120,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5264,1 - 95:27,DRIVE,5727920,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5265,1 - 95:37,PASS,5737960,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5266,1 - 95:38,PASS,5738920,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5267,1 - 95:39,DRIVE,5739160,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5268,1 - 95:41,HIGH PASS,5741040,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5269,1 - 95:43,DRIVE,5743600,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5270,1 - 95:47,PASS,5747320,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5271,1 - 95:52,PASS,5752400,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5272,1 - 95:55,PASS,5755200,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5273,1 - 95:56,DRIVE,5756920,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5274,1 - 95:58,PASS,5758080,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5275,1 - 96:00,DRIVE,5760200,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5276,1 - 96:02,PASS,5762200,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5277,1 - 96:03,DRIVE,5763000,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5278,1 - 96:08,PASS,5768080,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5279,1 - 96:09,DRIVE,5769680,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5280,1 - 96:10,PLAYER SUCCESSFUL TACKLE,5770680,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5281,1 - 96:12,DRIVE,5772840,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5282,1 - 96:41,HIGH PASS,5801840,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5283,1 - 96:44,DRIVE,5804840,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5284,1 - 96:46,PASS,5806840,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5285,1 - 96:48,PASS,5808720,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5286,1 - 96:49,DRIVE,5809680,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5287,1 - 96:54,DRIVE,5814680,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5288,1 - 96:55,PASS,5815400,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5289,1 - 96:56,DRIVE,5816160,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5290,1 - 96:56,PASS,5816480,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5291,1 - 96:57,DRIVE,5817160,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5292,1 - 96:58,PASS,5818800,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5293,1 - 97:00,DRIVE,5820120,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5294,1 - 97:02,PASS,5822600,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5295,1 - 97:05,DRIVE,5825360,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5296,1 - 97:05,PASS,5825960,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5297,1 - 97:06,DRIVE,5826960,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5298,1 - 97:07,PASS,5827960,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5299,1 - 97:10,DRIVE,5830280,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5300,1 - 97:12,HIGH PASS,5832360,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5301,1 - 97:15,HEADER,5835760,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5302,1 - 97:18,HEADER,5838800,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5303,1 - 97:20,DRIVE,5840680,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5304,1 - 97:21,PASS,5841800,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5305,1 - 97:22,PASS,5842520,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5306,1 - 97:23,PASS,5843560,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5307,1 - 97:24,DRIVE,5844480,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5308,1 - 97:26,PASS,5846160,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5309,1 - 97:27,DRIVE,5847240,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5310,1 - 97:28,PASS,5848320,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5311,1 - 97:29,DRIVE,5849040,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5312,1 - 97:29,PASS,5849560,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5313,1 - 97:30,DRIVE,5850560,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5314,1 - 00:00,PASS,840,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5315,1 - 00:01,DRIVE,1720,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5316,1 - 00:02,PASS,2760,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5317,1 - 00:03,DRIVE,3680,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5318,1 - 00:04,PASS,4280,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5319,1 - 00:05,DRIVE,5480,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5320,1 - 00:08,PASS,8760,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5321,1 - 00:10,DRIVE,10280,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5322,1 - 00:11,PASS,11480,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5323,1 - 00:12,DRIVE,12360,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5324,1 - 00:16,PASS,16160,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5325,1 - 00:17,DRIVE,17360,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5326,1 - 00:19,PASS,19120,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5327,1 - 00:19,DRIVE,19920,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5328,1 - 00:20,PASS,20920,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5329,1 - 00:22,DRIVE,22360,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5330,1 - 00:23,PASS,23760,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5331,1 - 00:25,PASS,25840,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5332,1 - 00:26,PASS,26840,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5333,1 - 00:27,PASS,27640,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5334,1 - 00:28,DRIVE,28480,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5335,1 - 00:31,PASS,31000,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5336,1 - 00:31,DRIVE,31920,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5337,1 - 00:33,PASS,33680,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5338,1 - 00:34,DRIVE,34280,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5339,1 - 00:35,PASS,35360,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5340,1 - 00:39,DRIVE,39160,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5341,1 - 00:41,PASS,41640,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5342,1 - 00:42,DRIVE,42800,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5343,1 - 00:43,PASS,43600,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5344,1 - 00:44,DRIVE,44680,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5345,1 - 00:45,PASS,45440,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5346,1 - 00:48,DRIVE,48640,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5347,1 - 00:51,PASS,51560,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5348,1 - 00:53,DRIVE,53440,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5349,1 - 00:54,PASS,54720,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5350,1 - 00:56,DRIVE,56200,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5351,1 - 00:57,PASS,57080,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5352,1 - 00:58,PASS,58320,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5353,1 - 00:59,DRIVE,59560,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5354,1 - 01:00,HIGH PASS,60440,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5355,1 - 01:05,PASS,65960,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5356,1 - 01:08,DRIVE,68360,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5357,1 - 01:09,PASS,69120,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5358,1 - 01:10,DRIVE,70920,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5359,1 - 01:14,PASS,74600,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5360,1 - 01:15,DRIVE,75240,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5361,1 - 01:16,PASS,76520,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5362,1 - 01:17,PASS,77720,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5363,1 - 01:19,DRIVE,79320,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5364,1 - 01:20,PASS,80200,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5365,1 - 01:21,DRIVE,81280,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5366,1 - 01:22,PASS,82840,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5367,1 - 01:23,DRIVE,83880,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5368,1 - 01:24,PASS,84840,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5369,1 - 01:25,PASS,85480,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5370,1 - 01:26,DRIVE,86400,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5371,1 - 01:27,PASS,87320,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5372,1 - 01:27,DRIVE,87920,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5373,1 - 01:30,SHOT,90120,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5374,1 - 01:32,OUT,92480,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5375,1 - 01:57,HIGH PASS,117680,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5376,1 - 02:00,HEADER,120800,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5377,1 - 02:03,HEADER,123000,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5378,1 - 02:05,HEADER,125200,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5379,1 - 02:07,DRIVE,127080,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5380,1 - 02:09,PASS,129600,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5381,1 - 02:11,DRIVE,131040,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5382,1 - 02:11,PASS,131840,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5383,1 - 02:12,PASS,132360,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5384,1 - 02:14,PASS,134880,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5385,1 - 02:17,DRIVE,137320,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5386,1 - 02:20,PASS,140000,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5387,1 - 02:21,PASS,141280,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5388,1 - 02:25,DRIVE,145040,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5389,1 - 02:29,PASS,149200,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5390,1 - 02:30,DRIVE,150720,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5391,1 - 02:36,PASS,156160,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5392,1 - 02:37,DRIVE,157720,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5393,1 - 02:40,PASS,160440,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5394,1 - 02:41,SHOT,161560,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5395,1 - 02:41,BALL PLAYER BLOCK,161960,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5396,1 - 02:44,DRIVE,164280,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5397,1 - 02:45,PASS,165320,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5398,1 - 02:46,DRIVE,166200,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5399,1 - 02:48,PASS,168640,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5400,1 - 02:49,DRIVE,169520,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5401,1 - 02:49,PASS,169960,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5402,1 - 02:50,PASS,170560,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5403,1 - 02:51,DRIVE,171360,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5404,1 - 02:52,PASS,172000,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5405,1 - 02:52,DRIVE,172880,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5406,1 - 02:57,DRIVE,177760,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5407,1 - 03:16,PASS,196680,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5408,1 - 03:18,DRIVE,198520,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5409,1 - 03:23,PASS,203080,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5410,1 - 03:24,DRIVE,204520,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5411,1 - 03:25,PASS,205600,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5412,1 - 03:26,DRIVE,206400,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5413,1 - 03:27,PLAYER SUCCESSFUL TACKLE,207200,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5414,1 - 03:27,DRIVE,207880,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5415,1 - 03:29,PASS,209480,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5416,1 - 03:30,DRIVE,210040,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5417,1 - 03:32,PLAYER SUCCESSFUL TACKLE,212120,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5418,1 - 03:33,OUT,213800,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5419,1 - 03:55,THROW IN,235800,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5420,1 - 03:57,PASS,237680,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5421,1 - 03:58,PASS,238880,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5422,1 - 05:20,PASS,320760,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5423,1 - 05:22,DRIVE,322160,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5424,1 - 05:25,HIGH PASS,325200,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5425,1 - 05:29,DRIVE,329200,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5426,1 - 05:30,PASS,330400,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5427,1 - 05:31,DRIVE,331320,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5428,1 - 05:32,PASS,332040,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5429,1 - 05:34,DRIVE,334080,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5430,1 - 05:34,PASS,334760,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5431,1 - 05:36,OUT,336800,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5432,1 - 05:48,THROW IN,348880,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5433,1 - 05:50,DRIVE,350160,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5434,1 - 05:51,PASS,351520,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5435,1 - 05:52,PASS,352160,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5436,1 - 05:55,PASS,355880,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5437,1 - 05:58,DRIVE,358440,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5438,1 - 06:00,HIGH PASS,360160,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5439,1 - 06:08,DRIVE,368920,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5440,1 - 06:09,PASS,369720,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5441,1 - 06:12,PASS,372680,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5442,1 - 06:14,SHOT,374320,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5443,1 - 06:14,BALL PLAYER BLOCK,374920,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5444,1 - 06:17,DRIVE,377520,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5445,1 - 06:19,PASS,379120,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5446,1 - 06:21,OUT,381480,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5447,1 - 06:25,THROW IN,385120,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5448,1 - 06:26,DRIVE,386000,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5449,1 - 06:27,PASS,387240,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5450,1 - 06:27,DRIVE,387960,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5451,1 - 06:28,PASS,388600,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5452,1 - 06:29,PASS,389480,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5453,1 - 06:31,DRIVE,391240,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5454,1 - 06:33,PASS,393040,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5455,1 - 06:36,PASS,396680,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5456,1 - 06:37,DRIVE,397800,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
