,Unnamed: 0,gameTime,label,position,team,visibility,url_local
9156,9156,1 - 56:12,HEADER,3372200,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
27015,27015,1 - 70:42,HEADER,4242520,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
11855,11855,1 - 07:17,HEADER,437240,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
3034,3034,1 - 51:52,HEADER,3112440,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
12210,12210,1 - 12:29,HEADER,749640,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
11245,11245,1 - 91:56,HEADER,5516400,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
6743,6743,1 - 17:56,HEADER,1076280,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
33636,33636,1 - 88:28,HEADER,5308480,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
60,60,1 - 00:45,HEADER,45560,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
28756,28756,1 - 04:52,HEADER,292560,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
2897,2897,1 - 49:49,HEADER,2989440,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
30010,30010,1 - 24:13,HEADER,1453240,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
28337,28337,1 - 94:12,HEADER,5652360,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
11787,11787,1 - 06:10,HEADER,370840,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
14296,14296,1 - 45:18,HEADER,2718360,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
10468,10468,1 - 78:31,HEADER,4711440,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
36233,36233,1 - 30:44,HEADER,1844000,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
5230,5230,1 - 90:27,HEADER,5427000,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
9093,9093,1 - 55:08,HEADER,3308480,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
10777,10777,1 - 84:42,HEADER,5082280,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
9155,9155,1 - 56:11,HEADER,3371800,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2844,2844,1 - 49:15,HEADER,2955000,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
17490,17490,1 - 02:19,HEADER,139120,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
35514,35514,1 - 19:01,HEADER,1141800,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
17324,17324,1 - 94:38,HEADER,5678040,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
29410,29410,1 - 14:19,HEADER,859560,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
5399,5399,1 - 93:35,HEADER,5615200,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
25086,25086,1 - 36:30,HEADER,2190720,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
8167,8167,1 - 39:59,HEADER,2399440,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
27452,27452,1 - 78:05,HEADER,4685440,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
21620,21620,1 - 75:55,HEADER,4555160,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
35908,35908,1 - 25:30,HEADER,1530840,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
21897,21897,1 - 80:36,HEADER,4836240,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
28152,28152,1 - 91:09,HEADER,5469640,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
28057,28057,1 - 89:24,HEADER,5364840,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
16685,16685,1 - 84:23,HEADER,5063760,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
27189,27189,1 - 73:19,HEADER,4399800,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
5530,5530,1 - 96:12,HEADER,5772880,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
12082,12082,1 - 10:27,HEADER,627840,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
8548,8548,1 - 46:20,HEADER,2780360,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
29305,29305,1 - 12:33,HEADER,753560,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
23699,23699,1 - 11:52,HEADER,712920,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
28849,28849,1 - 06:14,HEADER,374680,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
28165,28165,1 - 91:19,HEADER,5479560,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
32550,32550,1 - 68:13,HEADER,4093120,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
10844,10844,1 - 85:47,HEADER,5147000,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
4124,4124,1 - 71:07,HEADER,4267080,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
20708,20708,1 - 59:24,HEADER,3564000,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
32988,32988,1 - 75:49,HEADER,4549040,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
32112,32112,1 - 60:55,HEADER,3655720,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
17217,17217,1 - 93:01,HEADER,5581640,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
11851,11851,1 - 07:14,HEADER,434640,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
12182,12182,1 - 12:05,HEADER,725760,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
9092,9092,1 - 55:05,HEADER,3305960,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
30543,30543,1 - 33:18,HEADER,1998040,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
29363,29363,1 - 13:31,HEADER,811840,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
8698,8698,1 - 48:51,HEADER,2931760,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1702,1702,1 - 28:54,HEADER,1734520,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
14981,14981,1 - 56:34,HEADER,3394800,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16697,16697,1 - 84:32,HEADER,5072840,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
2168,2168,1 - 36:43,HEADER,2203520,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
23204,23204,1 - 04:56,HEADER,296000,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
30174,30174,1 - 26:49,HEADER,1609320,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
27879,27879,1 - 86:12,HEADER,5172960,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
16425,16425,1 - 80:04,HEADER,4804920,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
32440,32440,1 - 66:37,HEADER,3997200,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
21309,21309,1 - 70:19,HEADER,4219560,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
26312,26312,1 - 58:03,HEADER,3483720,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
4652,4652,1 - 79:47,HEADER,4787120,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
26921,26921,1 - 68:47,HEADER,4127680,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
40106,40106,1 - 92:45,HEADER,5565680,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
19956,19956,1 - 45:27,HEADER,2727000,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
15907,15907,1 - 71:54,HEADER,4314400,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
8435,8435,1 - 44:32,HEADER,2672440,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
5163,5163,1 - 89:23,HEADER,5363600,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
23069,23069,1 - 02:37,HEADER,157240,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
34199,34199,1 - 98:23,HEADER,5903680,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
29355,29355,1 - 13:25,HEADER,805680,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
11264,11264,1 - 92:11,HEADER,5531720,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
13768,13768,1 - 37:33,HEADER,2253760,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
33450,33450,1 - 84:30,HEADER,5070800,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
11853,11853,1 - 07:15,HEADER,435920,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
3098,3098,1 - 53:05,HEADER,3185960,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
8784,8784,1 - 50:34,HEADER,3034520,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
23019,23019,1 - 01:39,HEADER,99520,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
29225,29225,1 - 11:09,HEADER,669280,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
23933,23933,1 - 16:03,HEADER,963400,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
18847,18847,1 - 25:27,HEADER,1527240,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
27983,27983,1 - 88:11,HEADER,5291000,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
3820,3820,1 - 65:39,HEADER,3939200,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
9994,9994,1 - 70:36,HEADER,4236760,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
623,623,1 - 09:50,HEADER,590560,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
31894,31894,1 - 57:32,HEADER,3452360,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
39207,39207,1 - 77:54,HEADER,4674160,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
39209,39209,1 - 77:54,HEADER,4674000,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
33535,33535,1 - 85:58,HEADER,5158640,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
18184,18184,1 - 13:26,HEADER,806480,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
33846,33846,1 - 92:01,HEADER,5521720,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
20327,20327,1 - 51:52,HEADER,3112600,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
10071,10071,1 - 71:57,HEADER,4317880,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
33305,33305,1 - 81:47,HEADER,4907760,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
20364,20364,1 - 52:24,HEADER,3144480,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
22944,22944,1 - 00:22,HEADER,22160,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
27182,27182,1 - 73:13,HEADER,4393640,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
25152,25152,1 - 37:44,HEADER,2264960,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
32116,32116,1 - 60:57,HEADER,3657240,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
3643,3643,1 - 62:21,HEADER,3741760,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
33707,33707,1 - 89:45,HEADER,5385000,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
2667,2667,1 - 46:01,HEADER,2761680,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
15595,15595,1 - 66:43,HEADER,4003840,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
2090,2090,1 - 35:17,HEADER,2117200,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
4522,4522,1 - 77:53,HEADER,4673200,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
14012,14012,1 - 41:01,HEADER,2461080,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
305,305,1 - 04:25,HEADER,265440,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
4525,4525,1 - 77:55,HEADER,4675640,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
35959,35959,1 - 26:50,HEADER,1610320,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
4702,4702,1 - 80:38,HEADER,4838040,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
25377,25377,1 - 42:03,HEADER,2523720,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
26669,26669,1 - 64:30,HEADER,3870360,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
25087,25087,1 - 36:32,HEADER,2192640,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
33320,33320,1 - 81:58,HEADER,4918160,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
28493,28493,1 - 00:34,HEADER,34080,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
19676,19676,1 - 40:22,HEADER,2422640,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
33379,33379,1 - 83:07,HEADER,4987840,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
2841,2841,1 - 49:13,HEADER,2953160,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
11099,11099,1 - 89:55,HEADER,5395240,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
5655,5655,1 - 00:42,HEADER,42920,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
19105,19105,1 - 30:26,HEADER,1826000,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
26362,26362,1 - 58:57,HEADER,3537520,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
15856,15856,1 - 71:06,HEADER,4266480,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
3164,3164,1 - 53:58,HEADER,3238560,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
20704,20704,1 - 59:21,HEADER,3561240,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
29662,29662,1 - 18:23,HEADER,1103200,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
29094,29094,1 - 100:30,HEADER,6030720,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
26986,26986,1 - 70:07,HEADER,4207040,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
28268,28268,1 - 92:42,HEADER,5562880,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
25426,25426,1 - 42:58,HEADER,2578880,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
23354,23354,1 - 07:37,HEADER,457360,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
12166,12166,1 - 11:48,HEADER,708760,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
32654,32654,1 - 70:10,HEADER,4210120,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
31343,31343,1 - 48:03,HEADER,2883720,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
20895,20895,1 - 62:56,HEADER,3776840,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
7305,7305,1 - 26:31,HEADER,1591400,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
4772,4772,1 - 81:47,HEADER,4907640,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
25923,25923,1 - 51:12,HEADER,3072160,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
18245,18245,1 - 14:37,HEADER,877640,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
17306,17306,1 - 94:24,HEADER,5664200,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
11400,11400,1 - 94:38,HEADER,5678200,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
11494,11494,1 - 01:08,HEADER,68080,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
33825,33825,1 - 91:46,HEADER,5506880,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
9185,9185,1 - 56:42,HEADER,3402400,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
27080,27080,1 - 71:44,HEADER,4304840,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
8356,8356,1 - 43:12,HEADER,2592840,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
23057,23057,1 - 02:26,HEADER,146880,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
29368,29368,1 - 13:38,HEADER,818000,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
13069,13069,1 - 26:38,HEADER,1598160,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
7120,7120,1 - 24:04,HEADER,1444680,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
20615,20615,1 - 57:26,HEADER,3446360,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
14510,14510,1 - 48:52,HEADER,2932320,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
31409,31409,1 - 49:22,HEADER,2962560,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
8918,8918,1 - 52:39,HEADER,3159320,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
15959,15959,1 - 73:04,HEADER,4384640,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
9756,9756,1 - 66:16,HEADER,3976440,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
16082,16082,1 - 74:58,HEADER,4498520,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
34209,34209,1 - 98:33,HEADER,5913000,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
2895,2895,1 - 49:46,HEADER,2986960,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
2211,2211,1 - 37:26,HEADER,2246440,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
5258,5258,1 - 90:57,HEADER,5457440,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
9483,9483,1 - 62:00,HEADER,3720360,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
39113,39113,1 - 76:24,HEADER,4584640,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
31116,31116,1 - 43:55,HEADER,2635280,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
23360,23360,1 - 07:41,HEADER,461240,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
13077,13077,1 - 26:43,HEADER,1603720,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
21483,21483,1 - 73:33,HEADER,4413040,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
35821,35821,1 - 24:17,HEADER,1457760,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
11219,11219,1 - 91:33,HEADER,5493040,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
33300,33300,1 - 81:43,HEADER,4903320,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
14729,14729,1 - 52:08,HEADER,3128360,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
25653,25653,1 - 47:23,HEADER,2843240,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
31075,31075,1 - 42:52,HIGH PASS,2572880,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
20493,20493,1 - 54:32,HIGH PASS,3272840,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
2740,2740,1 - 47:33,HIGH PASS,2853360,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
21472,21472,1 - 73:19,HIGH PASS,4399680,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
24291,24291,1 - 22:12,HIGH PASS,1332960,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
4366,4366,1 - 75:26,HIGH PASS,4526920,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
28164,28164,1 - 91:17,HIGH PASS,5477680,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
39230,39230,1 - 78:19,HIGH PASS,4699400,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
29444,29444,1 - 14:55,HIGH PASS,895800,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
8148,8148,1 - 39:38,HIGH PASS,2378480,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
34241,34241,1 - 99:04,HIGH PASS,5944920,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
27686,27686,1 - 82:23,HIGH PASS,4943520,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
32636,32636,1 - 69:50,HIGH PASS,4190840,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
14937,14937,1 - 55:51,HIGH PASS,3351040,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
21649,21649,1 - 76:20,HIGH PASS,4580880,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
30166,30166,1 - 26:44,HIGH PASS,1604480,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
8882,8882,1 - 52:13,HIGH PASS,3133600,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
23067,23067,1 - 02:33,HIGH PASS,153880,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
3612,3612,1 - 61:43,HIGH PASS,3703560,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
30389,30389,1 - 30:40,HIGH PASS,1840400,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
21768,21768,1 - 78:38,HIGH PASS,4718120,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
21806,21806,1 - 79:04,HIGH PASS,4744840,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
22946,22946,1 - 00:23,HIGH PASS,23400,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
28053,28053,1 - 89:21,HIGH PASS,5361040,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
20268,20268,1 - 50:52,HIGH PASS,3052360,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
19748,19748,1 - 41:46,HIGH PASS,2506000,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
6125,6125,1 - 07:53,HIGH PASS,473840,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
28255,28255,1 - 92:32,HIGH PASS,5552160,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
6702,6702,1 - 17:02,HIGH PASS,1022840,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
3577,3577,1 - 61:18,HIGH PASS,3678960,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
24374,24374,1 - 23:36,HIGH PASS,1416600,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
36273,36273,1 - 31:15,HIGH PASS,1875480,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
11781,11781,1 - 06:06,HIGH PASS,366880,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
37262,37262,1 - 45:20,HIGH PASS,2720320,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
26360,26360,1 - 58:55,HIGH PASS,3535160,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
19948,19948,1 - 45:22,HIGH PASS,2722080,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
34206,34206,1 - 98:31,HIGH PASS,5911880,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
30944,30944,1 - 40:59,HIGH PASS,2459200,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
2672,2672,1 - 46:05,HIGH PASS,2765880,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
10184,10184,1 - 73:53,HIGH PASS,4433600,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
38192,38192,1 - 60:58,HIGH PASS,3658640,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
33954,33954,1 - 93:43,HIGH PASS,5623280,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
26373,26373,1 - 59:07,HIGH PASS,3547000,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
2176,2176,1 - 36:46,HIGH PASS,2206560,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
17422,17422,1 - 01:09,HIGH PASS,69400,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
31405,31405,1 - 49:19,HIGH PASS,2959920,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
38791,38791,1 - 70:51,HIGH PASS,4251320,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
